./fake_data/0.jpg| 356,344,457,445,2
./fake_data/1.jpg| 139,405,250,512,1 280,412,320,452,1
./fake_data/2.jpg| 216,305,282,371,1 332,134,358,160,2 149,482,221,512,2 59,286,171,398,2
./fake_data/3.jpg| 9,139,96,226,1 401,13,423,35,1
./fake_data/4.jpg| 194,41,285,132,2
./fake_data/5.jpg| 399,366,504,471,2 467,355,512,408,1
./fake_data/6.jpg| 501,479,512,511,1 91,2,190,101,1 170,98,265,193,1
./fake_data/7.jpg| 101,487,185,512,1 93,223,185,315,2 330,79,441,190,2 278,264,345,331,2
./fake_data/8.jpg| 46,53,66,73,1 36,223,148,335,2 233,8,274,49,1 362,175,430,243,1
./fake_data/9.jpg| 415,424,494,503,2 0,309,85,394,1
./fake_data/10.jpg| 188,273,231,316,2
./fake_data/11.jpg| 26,0,141,115,1 88,170,125,207,1 316,12,391,87,2
./fake_data/12.jpg| 146,371,237,462,1
./fake_data/13.jpg| 363,452,458,512,2 381,417,458,494,1 481,238,512,357,1 176,36,233,93,1
./fake_data/14.jpg| 166,104,210,148,1
./fake_data/15.jpg| 192,158,252,218,1 277,341,370,434,2
./fake_data/16.jpg| 310,150,422,262,1
./fake_data/17.jpg| 148,217,248,317,2 381,186,466,271,1
./fake_data/18.jpg| 137,227,251,341,1 236,120,337,221,1 227,134,304,211,2
./fake_data/19.jpg| 393,103,470,180,1 142,67,177,102,1
./fake_data/20.jpg| 481,440,512,475,2 367,467,397,497,2 158,372,227,441,2 251,464,305,512,1
./fake_data/21.jpg| 112,272,191,351,1 428,14,493,79,1 117,481,222,512,2 487,7,508,28,2
./fake_data/22.jpg| 204,242,306,344,1 142,462,234,512,2
./fake_data/23.jpg| 247,198,323,274,2 12,298,87,373,2
./fake_data/24.jpg| 168,299,277,408,2 179,224,286,331,1
./fake_data/25.jpg| 398,229,476,307,2 300,242,360,302,1
./fake_data/26.jpg| 389,338,445,394,2
./fake_data/27.jpg| 369,502,484,512,2 175,276,210,311,2
./fake_data/28.jpg| 83,453,116,486,2 251,2,333,84,2
